charge	stahlsorte	kundennr	Schmelzdatum	01ist	02ist	03ist	04ist	05ist	06ist	07ist	08ist	09ist	10ist	11ist	12ist	13ist	14ist	15ist	16ist	17ist	18ist	19ist	20ist	21ist	22ist	23ist	24ist	25ist	26ist	27ist	28ist	29ist	30ist	31ist	32ist	33ist
472102	488557	89154	"2014-11-19"	0.00000	0.00000	0.09360	0.01512	0.02171	0.16060	0.0002	0.01870	0.00252	0.00560	0.0320	0.00000	0.00120	0.00000	0.0025	0.05460	0.00140	0.00120	0.00189	0.00060	0.00080	0.0000	0.00000	0.00130	0.00150	0.0000	0.00550	0.00055	0.00000	0.00000	0.18540	0.6700	0.00000
472100	488557	89154	"2014-11-19"	0.00000	0.00000	0.08480	0.00972	0.02106	0.06930	0.0002	0.00550	0.00175	0.00280	0.0120	0.00000	0.00120	0.00000	0.0044	0.02470	0.00140	0.00120	0.00090	0.00060	0.00080	0.0000	0.00000	0.00130	0.00150	0.0000	0.00550	0.00055	0.00000	0.00000	0.16560	0.6670	0.00000
472098	488557	89154	"2014-11-19"	0.00000	0.00000	0.08800	0.01575	0.01963	0.10120	0.0002	0.00990	0.00168	0.00280	0.0200	0.00000	0.00120	0.00000	0.0027	0.04030	0.00140	0.00120	0.00108	0.00060	0.00080	0.0000	0.00000	0.00130	0.00180	0.0000	0.00550	0.00055	0.00000	0.00000	0.17010	0.6720	0.00000
472096	488557	89154	"2014-11-19"	0.00000	0.00000	0.08480	0.01071	0.01989	0.10780	0.0002	0.01650	0.00357	0.00560	0.0480	0.00000	0.00120	0.00000	0.0027	0.05330	0.00140	0.00120	0.00279	0.00060	0.00080	0.0000	0.00000	0.00130	0.00135	0.0000	0.00550	0.00055	0.00000	0.00000	0.15750	0.6740	0.00000
472092	488557	89154	"2014-11-19"	0.00000	0.00000	0.08880	0.01107	0.02561	0.05280	0.0002	0.01760	0.00217	0.00420	0.0240	0.00000	0.00240	0.00000	0.0029	0.04680	0.00140	0.00120	0.00216	0.00060	0.00080	0.0000	0.00000	0.00130	0.00165	0.0000	0.00550	0.00055	0.00000	0.00000	0.16650	0.6850	0.00000
472090	488557	89154	"2014-11-19"	0.00000	0.00000	0.08240	0.01251	0.03991	0.06050	0.0002	0.00770	0.00231	0.00560	0.0430	0.00000	0.00120	0.00000	0.0026	0.04940	0.00140	0.00120	0.00270	0.00060	0.00080	0.0000	0.00000	0.00130	0.00105	0.0000	0.00550	0.00055	0.00000	0.00000	0.15840	0.6960	0.00000
472088	488557	89154	"2014-11-19"	0.00000	0.00000	0.08720	0.01395	0.02730	0.09350	0.0002	0.01100	0.00238	0.00420	0.0220	0.00000	0.00120	0.00000	0.0026	0.05460	0.00140	0.00120	0.00135	0.00060	0.00080	0.0000	0.00000	0.00130	0.00120	0.0000	0.00550	0.00055	0.00000	0.00000	0.16020	0.6840	0.00000
472078	550456	372493	"2014-11-19"	0.00000	0.00000	0.72160	0.00621	0.01781	0.03630	0.0002	0.00550	0.00161	0.00420	0.0110	0.00000	0.00120	0.00000	0.0029	0.01690	0.00140	0.00120	0.00045	0.00060	0.00080	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.14850	0.5590	0.00000
472075	550456	372493	"2014-11-19"	0.00000	0.00000	0.70480	0.00648	0.01651	0.03190	0.0002	0.00440	0.00056	0.00280	0.0080	0.00000	0.00120	0.00000	0.0039	0.01560	0.00140	0.00120	0.00045	0.00060	0.00080	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.14850	0.5600	0.00000
472072	550456	372493	"2014-11-19"	0.00000	0.00000	0.71040	0.00684	0.02015	0.03410	0.0002	0.00440	0.00119	0.00280	0.0110	0.00000	0.00120	0.00000	0.0026	0.02080	0.00140	0.00120	0.00045	0.00060	0.00080	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.15300	0.5560	0.00000
472069	550456	372493	"2014-11-19"	0.00000	0.00000	0.70320	0.00666	0.01716	0.03080	0.0002	0.00440	0.00112	0.00280	0.0120	0.00000	0.00120	0.00000	0.0024	0.02080	0.00140	0.00120	0.00054	0.00060	0.00080	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.15480	0.5600	0.00000
468133	488557	89154	"2014-11-19"	0.00000	0.00000	0.09360	0.01512	0.02171	0.16060	0.0002	0.01870	0.00252	0.00560	0.0320	0.00000	0.00120	0.00000	0.0025	0.05460	0.00140	0.00120	0.00189	0.00060	0.00080	0.0000	0.00000	0.00130	0.00150	0.0000	0.00550	0.00055	0.00000	0.00000	0.18540	0.6700	0.00000
467976	488557	89154	"2014-11-19"	0.00000	0.00000	0.08480	0.00972	0.02106	0.06930	0.0002	0.00550	0.00175	0.00280	0.0120	0.00000	0.00120	0.00000	0.0044	0.02470	0.00140	0.00120	0.00090	0.00060	0.00080	0.0000	0.00000	0.00130	0.00150	0.0000	0.00550	0.00055	0.00000	0.00000	0.16560	0.6670	0.00000
467896	1000155	370963	"2014-11-19"	0.00000	0.00000	0.07120	0.00693	0.01118	0.03300	0.0002	0.00330	0.00154	0.00560	0.0110	0.00000	0.00120	0.00000	0.0024	0.02600	0.00140	0.00120	0.00126	0.00060	0.00080	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.81000	1.4670	0.00000
467895	1000155	369174	"2014-11-19"	0.00000	0.00000	0.07040	0.00648	0.01027	0.03520	0.0002	0.00440	0.00168	0.00560	0.0110	0.00000	0.00120	0.00000	0.0031	0.03380	0.00140	0.00120	0.00162	0.00060	0.00080	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.79020	1.4600	0.00000
467893	1000155	370963	"2014-11-19"	0.00000	0.00000	0.07200	0.00720	0.01170	0.03190	0.0003	0.00330	0.00154	0.00560	0.0110	0.00000	0.00120	0.00000	0.0021	0.02210	0.00140	0.00120	0.00117	0.00060	0.00080	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.81810	1.4700	0.00000
467875	488557	89154	"2014-11-19"	0.00000	0.00000	0.08720	0.01395	0.02730	0.09350	0.0002	0.01100	0.00238	0.00420	0.0220	0.00000	0.00120	0.00000	0.0026	0.05460	0.00140	0.00120	0.00135	0.00060	0.00080	0.0000	0.00000	0.00130	0.00120	0.0000	0.00550	0.00055	0.00000	0.00000	0.16020	0.6840	0.00000
467874	488557	89154	"2014-11-19"	0.00000	0.00000	0.08720	0.01143	0.02990	0.05500	0.0002	0.01430	0.00217	0.00420	0.0300	0.00000	0.00240	0.00000	0.0028	0.04810	0.00140	0.00120	0.00225	0.00060	0.00080	0.0000	0.00000	0.00130	0.00135	0.0000	0.00550	0.00055	0.00000	0.00000	0.16380	0.6880	0.00000
467873	488557	89154	"2014-11-19"	0.00000	0.00000	0.08240	0.01251	0.03991	0.06050	0.0002	0.00770	0.00231	0.00560	0.0430	0.00000	0.00120	0.00000	0.0026	0.04940	0.00140	0.00120	0.00270	0.00060	0.00080	0.0000	0.00000	0.00130	0.00105	0.0000	0.00550	0.00055	0.00000	0.00000	0.15840	0.6960	0.00000
467872	488557	89154	"2014-11-19"	0.00000	0.00000	0.08400	0.01287	0.03601	0.07040	0.0002	0.00880	0.00231	0.00560	0.0370	0.00000	0.00120	0.00000	0.0026	0.05070	0.00140	0.00120	0.00225	0.00060	0.00080	0.0000	0.00000	0.00130	0.00105	0.0000	0.00550	0.00055	0.00000	0.00000	0.15930	0.6920	0.00000
467871	488557	89154	"2014-11-19"	0.00000	0.00000	0.08720	0.01395	0.02730	0.09350	0.0002	0.01100	0.00238	0.00420	0.0220	0.00000	0.00120	0.00000	0.0026	0.05460	0.00140	0.00120	0.00135	0.00060	0.00080	0.0000	0.00000	0.00130	0.00120	0.0000	0.00550	0.00055	0.00000	0.00000	0.16020	0.6840	0.00000
467870	488557	89154	"2014-11-19"	0.00000	0.00000	0.08720	0.01395	0.02730	0.09350	0.0002	0.01100	0.00238	0.00420	0.0220	0.00000	0.00120	0.00000	0.0026	0.05460	0.00140	0.00120	0.00135	0.00060	0.00080	0.0000	0.00000	0.00130	0.00120	0.0000	0.00550	0.00055	0.00000	0.00000	0.16020	0.6840	0.00000
467869	488557	89154	"2014-11-19"	0.00000	0.00000	0.08720	0.01395	0.02730	0.09350	0.0002	0.01100	0.00238	0.00420	0.0220	0.00000	0.00120	0.00000	0.0026	0.05460	0.00140	0.00120	0.00135	0.00060	0.00080	0.0000	0.00000	0.00130	0.00120	0.0000	0.00550	0.00055	0.00000	0.00000	0.16020	0.6840	0.00000
467868	488557	89154	"2014-11-19"	0.00000	0.00000	0.08720	0.01395	0.02730	0.09350	0.0002	0.01100	0.00238	0.00420	0.0220	0.00000	0.00120	0.00000	0.0026	0.05460	0.00140	0.00120	0.00135	0.00060	0.00080	0.0000	0.00000	0.00130	0.00120	0.0000	0.00550	0.00055	0.00000	0.00000	0.16020	0.6840	0.00000
467860	550456	372493	"2014-11-19"	0.00000	0.00000	0.71680	0.00621	0.01742	0.03520	0.0002	0.00550	0.00126	0.00420	0.0100	0.00000	0.00120	0.00000	0.0032	0.01690	0.00140	0.00120	0.00045	0.00060	0.00080	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.14850	0.5590	0.00000
467859	550456	372493	"2014-11-19"	0.00000	0.00000	0.70480	0.00648	0.01651	0.03190	0.0002	0.00440	0.00056	0.00280	0.0080	0.00000	0.00120	0.00000	0.0039	0.01560	0.00140	0.00120	0.00045	0.00060	0.00080	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.14850	0.5600	0.00000
472116	1000155	370963	"2014-11-19"	0.00000	0.00000	0.07200	0.00720	0.01170	0.03190	0.0003	0.00330	0.00154	0.00560	0.0110	0.00000	0.00120	0.00000	0.0021	0.02210	0.00140	0.00120	0.00117	0.00060	0.00080	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.81810	1.4700	0.00000
472113	1000155	369174	"2014-11-19"	0.00000	0.00000	0.07040	0.00648	0.01027	0.03520	0.0002	0.00440	0.00168	0.00560	0.0110	0.00000	0.00120	0.00000	0.0031	0.03380	0.00140	0.00120	0.00162	0.00060	0.00080	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.79020	1.4600	0.00000
472111	1000155	369174	"2014-11-19"	0.00000	0.00000	0.06720	0.00603	0.00819	0.02090	0.0003	0.00440	0.00154	0.00420	0.0130	0.00000	0.00120	0.00000	0.0025	0.02340	0.00140	0.00120	0.00108	0.00060	0.00080	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.77310	1.5000	0.00000
472109	1000155	370963	"2014-11-19"	0.00000	0.00000	0.06560	0.00711	0.00988	0.02970	0.0002	0.00330	0.00154	0.00560	0.0110	0.00000	0.00120	0.00000	0.0028	0.01950	0.00140	0.00120	0.00117	0.00060	0.00080	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.76410	1.4500	0.00000
472168	488555	211872	"2014-11-20"	0.00000	0.00000	0.03600	0.00864	0.01872	0.12540	0.0002	0.01650	0.00119	0.00280	0.0220	0.00000	0.00120	0.00000	0.0023	0.04550	0.00140	0.00120	0.00117	0.00060	0.00160	0.0000	0.00000	0.00130	0.00135	0.0000	0.00550	0.00055	0.00000	0.00000	0.06030	0.3770	0.00000
472134	488556	138921	"2014-11-20"	0.00000	0.00000	0.07280	0.00567	0.01755	0.05170	0.0002	0.00990	0.00147	0.00420	0.0200	0.00000	0.00120	0.00000	0.0059	0.05330	0.00140	0.00120	0.00189	0.00060	0.00160	0.0000	0.00000	0.00130	0.00150	0.0000	0.00550	0.00055	0.00000	0.00000	0.15030	0.5530	0.00000
472138	488556	138921	"2014-11-20"	0.00000	0.00000	0.06880	0.00981	0.02834	0.06490	0.0002	0.00770	0.00168	0.00280	0.0260	0.00000	0.00120	0.00000	0.0044	0.04030	0.00140	0.00120	0.00090	0.00060	0.00080	0.0000	0.00000	0.00130	0.00135	0.0000	0.00550	0.00055	0.00000	0.00000	0.15480	0.5760	0.00000
472132	488556	138921	"2014-11-20"	0.00000	0.00000	0.07200	0.01098	0.01599	0.05610	0.0002	0.00990	0.00224	0.00420	0.0200	0.00000	0.00120	0.00000	0.0044	0.05200	0.00140	0.00120	0.00099	0.00060	0.00160	0.0000	0.00000	0.00130	0.00165	0.0000	0.00550	0.00055	0.00000	0.00000	0.16650	0.5600	0.00000
467894	1000156	128839	"2014-11-20"	0.00000	0.00000	0.06320	0.00846	0.01625	0.03960	0.0003	0.00330	0.00133	0.00420	0.0120	0.00000	0.00120	0.00000	0.0025	0.02080	0.00140	0.00120	0.00117	0.00060	0.00080	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.78390	1.4560	0.00000
472128	1000156	128959	"2014-11-20"	0.00000	0.00000	0.05600	0.00720	0.01612	0.04400	0.0004	0.00770	0.00133	0.00420	0.0130	0.00000	0.00120	0.00000	0.0033	0.02600	0.00140	0.00120	0.00090	0.00060	0.00080	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.76590	1.4600	0.00000
472124	1000156	128959	"2014-11-20"	0.00000	0.00000	0.05760	0.00666	0.01625	0.03410	0.0004	0.00550	0.00154	0.00420	0.0120	0.00000	0.00120	0.00000	0.0035	0.02210	0.00140	0.00120	0.00117	0.00060	0.00080	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.75780	1.4500	0.00000
472122	1000156	128959	"2014-11-20"	0.00000	0.00000	0.05680	0.00666	0.01690	0.03080	0.0004	0.00330	0.00140	0.00420	0.0110	0.00000	0.00120	0.00000	0.0032	0.02080	0.00140	0.00120	0.00135	0.00060	0.00080	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.76410	1.4500	0.00000
472120	1000156	128839	"2014-11-20"	0.00000	0.00000	0.05920	0.00900	0.01833	0.04290	0.0003	0.00330	0.00133	0.00420	0.0130	0.00000	0.00120	0.00000	0.0027	0.02080	0.00140	0.00120	0.00126	0.00060	0.00080	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.76950	1.4500	0.00000
472161	488555	138921	"2014-11-20"	0.00000	0.00000	0.03920	0.00981	0.01729	0.06710	0.0002	0.01320	0.00105	0.00420	0.0320	0.00000	0.00120	0.00000	0.0026	0.04810	0.00140	0.00120	0.00171	0.00060	0.00160	0.0000	0.00000	0.00130	0.00135	0.0000	0.00550	0.00055	0.00000	0.00000	0.06840	0.4120	0.00000
472159	488555	211872	"2014-11-20"	0.00000	0.00000	0.03440	0.01089	0.01768	0.03740	0.0002	0.00770	0.00175	0.00420	0.0160	0.00000	0.00120	0.00000	0.0046	0.02730	0.00140	0.00120	0.00198	0.00060	0.00080	0.0000	0.00000	0.00130	0.00105	0.0000	0.00550	0.00055	0.00000	0.00000	0.09810	0.3680	0.00000
472157	488555	211872	"2014-11-20"	0.00000	0.00000	0.03680	0.00900	0.02691	0.06490	0.0002	0.00880	0.00154	0.00420	0.0360	0.00000	0.00120	0.00000	0.0027	0.03900	0.00140	0.00120	0.00135	0.00060	0.00080	0.0000	0.00000	0.00130	0.00105	0.0000	0.00550	0.00055	0.00000	0.00000	0.07920	0.4150	0.00000
472155	488555	211872	"2014-11-20"	0.00000	0.00000	0.03360	0.01332	0.02067	0.10230	0.0002	0.01540	0.00182	0.00420	0.0220	0.00000	0.00120	0.00000	0.0025	0.04940	0.00140	0.00120	0.00117	0.00060	0.00080	0.0000	0.00000	0.00130	0.00150	0.0000	0.00550	0.00055	0.00000	0.00000	0.08730	0.3910	0.00000
472153	488555	138921	"2014-11-20"	0.00000	0.00000	0.03280	0.01206	0.02652	0.07040	0.0002	0.01210	0.00147	0.00280	0.0130	0.00000	0.00120	0.00000	0.0029	0.04420	0.00140	0.00120	0.00072	0.00060	0.00080	0.0000	0.00000	0.00130	0.00120	0.0000	0.00550	0.00055	0.00000	0.00000	0.09360	0.3700	0.00000
472144	488556	138921	"2014-11-20"	0.00000	0.00000	0.06800	0.00999	0.02912	0.05830	0.0002	0.01320	0.00245	0.00420	0.0270	0.00000	0.00120	0.00000	0.0042	0.04160	0.00140	0.00120	0.00180	0.00060	0.00160	0.0000	0.00000	0.00130	0.00120	0.0000	0.00550	0.00055	0.00000	0.00000	0.13770	0.5600	0.00000
472142	488556	138921	"2014-11-20"	0.00000	0.00000	0.07760	0.01035	0.01924	0.04730	0.0002	0.00880	0.00203	0.00420	0.0200	0.00000	0.00120	0.00000	0.0040	0.03250	0.00140	0.00120	0.00153	0.00060	0.00160	0.0000	0.00000	0.00130	0.00135	0.0000	0.00550	0.00055	0.00000	0.00000	0.14220	0.5680	0.00000
472140	488556	138921	"2014-11-20"	0.00000	0.00000	0.06960	0.01062	0.01794	0.03520	0.0002	0.00880	0.00273	0.00420	0.0220	0.00000	0.00120	0.00000	0.0032	0.02990	0.00140	0.00120	0.00216	0.00060	0.00160	0.0000	0.00000	0.00130	0.00135	0.0000	0.00550	0.00055	0.00000	0.00000	0.16200	0.5610	0.00000
472163	488555	211872	"2014-11-20"	0.00000	0.00000	0.03840	0.00756	0.01950	0.07920	0.0002	0.01540	0.00119	0.00420	0.0300	0.00000	0.00120	0.00000	0.0024	0.05070	0.00140	0.00120	0.00162	0.00060	0.00160	0.0000	0.00000	0.00130	0.00150	0.0000	0.00550	0.00055	0.00000	0.00000	0.07650	0.3790	0.00000
472165	488555	211872	"2014-11-20"	0.00000	0.00000	0.03920	0.00810	0.01625	0.08030	0.0002	0.01320	0.00147	0.00420	0.0220	0.00000	0.00120	0.00000	0.0024	0.04290	0.00140	0.00120	0.00081	0.00060	0.00080	0.0000	0.00000	0.00130	0.00165	0.0000	0.00550	0.00055	0.00000	0.00000	0.08820	0.3640	0.00000
472197	550285	101981	"2014-11-21"	0.00000	0.00000	0.65440	0.00684	0.00702	0.30140	0.0002	0.00990	0.00161	0.00420	0.0160	0.00000	0.00120	0.00000	0.0030	0.05460	0.00140	0.00120	0.00081	0.00060	0.04560	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.17910	0.8050	0.00000
472218	549659	211830	"2014-11-21"	0.00000	0.00000	0.62080	0.00639	0.00988	0.02860	0.0002	0.00220	0.00091	0.00280	0.0090	0.00000	0.00120	0.00000	0.0034	0.01950	0.00140	0.00120	0.00054	0.00060	0.00080	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.15840	0.5860	0.00000
472212	550285	101981	"2014-11-21"	0.00000	0.00000	0.65440	0.00630	0.01092	0.30800	0.0002	0.00880	0.00119	0.00280	0.0130	0.00000	0.00120	0.00000	0.0041	0.04810	0.00140	0.00120	0.00072	0.00060	0.04640	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.18000	0.8000	0.00000
472208	550285	101981	"2014-11-21"	0.00000	0.00000	0.65840	0.00603	0.01196	0.30690	0.0002	0.00880	0.00133	0.00280	0.0160	0.00000	0.00120	0.00000	0.0043	0.03770	0.00140	0.00120	0.00090	0.00060	0.04640	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.17910	0.8040	0.00000
472205	550285	101981	"2014-11-21"	0.00000	0.00000	0.65120	0.00603	0.01040	0.31460	0.0002	0.00990	0.00133	0.00420	0.0170	0.00000	0.00120	0.00000	0.0038	0.04160	0.00140	0.00120	0.00063	0.00060	0.04720	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.17910	0.8130	0.00000
472202	550285	101981	"2014-11-21"	0.00000	0.00000	0.65280	0.00513	0.00754	0.30800	0.0002	0.01320	0.00140	0.00280	0.0160	0.00000	0.00120	0.00000	0.0030	0.03770	0.00140	0.00120	0.00072	0.00060	0.04480	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.18000	0.8210	0.00000
472200	550285	101981	"2014-11-21"	0.00000	0.00000	0.66240	0.00459	0.00689	0.31350	0.0002	0.00990	0.00133	0.00280	0.0110	0.00000	0.00120	0.00000	0.0026	0.04680	0.00140	0.00120	0.00054	0.00060	0.04800	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.19080	0.8180	0.00000
472195	550285	101981	"2014-11-21"	0.00000	0.00000	0.65920	0.00504	0.00754	0.31020	0.0002	0.00440	0.00133	0.00280	0.0120	0.00000	0.00120	0.00000	0.0038	0.02470	0.00140	0.00120	0.00063	0.00060	0.04400	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.18450	0.8100	0.00000
472180	536855	189588	"2014-11-21"	0.00000	0.00000	0.08640	0.00558	0.00806	0.05060	0.0004	0.00330	0.00119	0.00420	0.0110	0.00000	0.00120	0.00000	0.0028	0.02600	0.00140	0.00120	0.00072	0.00060	0.00160	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.20970	0.9770	0.00000
472178	536855	189588	"2014-11-21"	0.00000	0.00000	0.08960	0.00774	0.00975	0.04180	0.0003	0.00330	0.00140	0.00420	0.0120	0.00000	0.00120	0.00000	0.0027	0.02210	0.00140	0.00120	0.00054	0.00060	0.00080	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.20160	1.0200	0.00000
472176	536855	189588	"2014-11-21"	0.00000	0.00000	0.08720	0.00693	0.00741	0.03740	0.0003	0.00440	0.00119	0.00420	0.0120	0.00000	0.00120	0.00000	0.0027	0.02080	0.00140	0.00120	0.00081	0.00060	0.00160	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.20520	0.9640	0.00000
472175	536855	189588	"2014-11-21"	0.00000	0.00000	0.08880	0.00675	0.00728	0.03410	0.0003	0.00440	0.00119	0.00280	0.0100	0.00000	0.00120	0.00000	0.0028	0.01690	0.00140	0.00120	0.00045	0.00060	0.00080	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.19440	0.9930	0.00000
467932	550285	101981	"2014-11-21"	0.00000	0.00000	0.65440	0.00684	0.00702	0.30140	0.0002	0.00990	0.00161	0.00420	0.0160	0.00000	0.00120	0.00000	0.0030	0.05460	0.00140	0.00120	0.00081	0.00060	0.04560	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.17910	0.8050	0.00000
467949	549659	211830	"2014-11-21"	0.00000	0.00000	0.62080	0.00639	0.00988	0.02860	0.0002	0.00220	0.00091	0.00280	0.0090	0.00000	0.00120	0.00000	0.0034	0.01950	0.00140	0.00120	0.00054	0.00060	0.00080	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.15840	0.5860	0.00000
467955	549659	211830	"2014-11-21"	0.00000	0.00000	0.62080	0.00639	0.00988	0.02860	0.0002	0.00220	0.00091	0.00280	0.0090	0.00000	0.00120	0.00000	0.0034	0.01950	0.00140	0.00120	0.00054	0.00060	0.00080	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.15840	0.5860	0.00000
467957	549659	211830	"2014-11-21"	0.00000	0.00000	0.62080	0.00639	0.00988	0.02860	0.0002	0.00220	0.00091	0.00280	0.0090	0.00000	0.00120	0.00000	0.0034	0.01950	0.00140	0.00120	0.00054	0.00060	0.00080	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.15840	0.5860	0.00000
467958	549659	211830	"2014-11-21"	0.00000	0.00000	0.62080	0.00639	0.00988	0.02860	0.0002	0.00220	0.00091	0.00280	0.0090	0.00000	0.00120	0.00000	0.0034	0.01950	0.00140	0.00120	0.00054	0.00060	0.00080	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.15840	0.5860	0.00000
467956	549853	211830	"2014-11-22"	0.00000	0.00000	0.63120	0.00702	0.01196	0.04290	0.0002	0.00330	0.00140	0.00280	0.0130	0.00000	0.00120	0.00000	0.0036	0.02730	0.00140	0.00120	0.00072	0.00060	0.00080	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.16830	0.6340	0.00000
472263	488556	138921	"2014-11-22"	0.00000	0.00000	0.06720	0.01503	0.02210	0.10780	0.0002	0.01870	0.00161	0.00420	0.0520	0.00000	0.00120	0.00000	0.0025	0.05720	0.00140	0.00120	0.00180	0.00060	0.00080	0.0000	0.00000	0.00130	0.00150	0.0000	0.00550	0.00055	0.00000	0.00000	0.16470	0.5710	0.00000
472229	550257	130709	"2014-11-22"	0.00000	0.00000	0.64880	0.00639	0.01378	0.03520	0.0002	0.00330	0.00077	0.00280	0.0090	0.00000	0.00120	0.00000	0.0035	0.01950	0.00140	0.00120	0.00054	0.00060	0.00080	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.15930	0.5530	0.00000
472260	488556	138921	"2014-11-22"	0.00000	0.00000	0.05360	0.00846	0.01677	0.07150	0.0002	0.00770	0.00217	0.00420	0.0340	0.00000	0.00120	0.00000	0.0032	0.04030	0.00140	0.00120	0.00135	0.00060	0.00080	0.0000	0.00000	0.00130	0.00165	0.0000	0.00550	0.00055	0.00000	0.00000	0.16290	0.5680	0.00000
472257	488556	138921	"2014-11-22"	0.00000	0.00000	0.06400	0.01890	0.03978	0.09460	0.0002	0.01320	0.00196	0.00420	0.0370	0.00000	0.00120	0.00000	0.0031	0.04680	0.00140	0.00120	0.00189	0.00060	0.00080	0.0000	0.00000	0.00130	0.00090	0.0000	0.00550	0.00055	0.00000	0.00000	0.16920	0.5940	0.00000
472254	488556	138921	"2014-11-22"	0.00000	0.00000	0.07280	0.01287	0.02171	0.09460	0.0002	0.01100	0.00182	0.00280	0.0270	0.00000	0.00120	0.00000	0.0029	0.03770	0.00140	0.00120	0.00126	0.00060	0.00080	0.0000	0.00000	0.00130	0.00165	0.0000	0.00550	0.00055	0.00000	0.00000	0.17460	0.5340	0.00000
472253	488556	138921	"2014-11-22"	0.00000	0.00000	0.07120	0.00918	0.01456	0.07260	0.0002	0.00880	0.00140	0.00280	0.0150	0.00000	0.00120	0.00000	0.0038	0.03250	0.00140	0.00120	0.00054	0.00060	0.00080	0.0000	0.00000	0.00130	0.00150	0.0000	0.00550	0.00055	0.00000	0.00000	0.16200	0.5840	0.00000
472241	540654	211872	"2014-11-22"	0.00000	0.00000	0.26080	0.00756	0.01638	0.07040	0.0002	0.00990	0.00147	0.00280	0.0160	0.00000	0.00120	0.00000	0.0029	0.04030	0.00140	0.00120	0.00108	0.00060	0.00080	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.15480	0.5770	0.00000
468003	488556	138921	"2014-11-22"	0.00000	0.00000	0.06320	0.01305	0.02041	0.09680	0.0002	0.01540	0.00175	0.00420	0.0470	0.00000	0.00120	0.00000	0.0027	0.05200	0.00140	0.00120	0.00162	0.00060	0.00080	0.0000	0.00000	0.00130	0.00150	0.0000	0.00550	0.00055	0.00000	0.00000	0.16380	0.5700	0.00000
