charge	stahlsorte	kundennr	Schmelzdatum	01ist	02ist	03ist	04ist	05ist	06ist	07ist	08ist	09ist	10ist	11ist	12ist	13ist	14ist	15ist	16ist	17ist	18ist	19ist	20ist	21ist	22ist	23ist	24ist	25ist	26ist	27ist	28ist	29ist	30ist	31ist	32ist	33ist
471272	535557	128839	"2014-11-01"	0.00000	0.00000	0.09680	0.00846	0.00728	0.03410	0.0002	0.00110	0.00147	0.00420	0.0100	0.00000	0.00120	0.00000	0.0020	0.01950	0.00140	0.00120	0.00045	0.00060	0.00080	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.33840	1.7500	0.00000
471286	488556	138921	"2014-11-01"	0.00000	0.00000	0.07600	0.01188	0.01898	0.08140	0.0003	0.01430	0.00133	0.00280	0.0220	0.00000	0.00120	0.00000	0.0033	0.04420	0.00140	0.00120	0.00108	0.00060	0.00080	0.0000	0.00000	0.00130	0.00165	0.0000	0.00550	0.00055	0.00000	0.00000	0.16740	0.5770	0.00000
471267	535557	128839	"2014-11-01"	0.00000	0.00000	0.09360	0.00711	0.00637	0.02750	0.0004	0.00660	0.00161	0.00280	0.0110	0.00000	0.00120	0.00000	0.0039	0.01950	0.00140	0.00120	0.00072	0.00060	0.00080	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.34290	1.7500	0.00000
471283	488556	138921	"2014-11-01"	0.00000	0.00000	0.07360	0.01494	0.02470	0.10890	0.0002	0.01100	0.00112	0.00280	0.0170	0.00000	0.00240	0.00000	0.0031	0.05330	0.00140	0.00120	0.00108	0.00060	0.00080	0.0000	0.00000	0.00130	0.00180	0.0000	0.00550	0.00055	0.00000	0.00000	0.16290	0.5880	0.00000
471280	488556	138921	"2014-11-01"	0.00000	0.00000	0.07200	0.01368	0.01820	0.07810	0.0002	0.00660	0.00126	0.00280	0.0170	0.00000	0.00120	0.00000	0.0030	0.04420	0.00140	0.00120	0.00099	0.00060	0.00080	0.0000	0.00000	0.00130	0.00150	0.0000	0.00550	0.00055	0.00000	0.00000	0.17010	0.5750	0.00000
471278	488556	138921	"2014-11-01"	0.00000	0.00000	0.07200	0.01161	0.02938	0.07810	0.0002	0.00770	0.00161	0.00420	0.0390	0.00000	0.00120	0.00000	0.0039	0.05200	0.00140	0.00120	0.00144	0.00060	0.00080	0.0000	0.00000	0.00130	0.00120	0.0000	0.00550	0.00055	0.00000	0.00000	0.15480	0.5890	0.00000
471269	535557	128839	"2014-11-01"	0.00000	0.00000	0.09520	0.00675	0.00676	0.02640	0.0004	0.00660	0.00168	0.00280	0.0110	0.00000	0.00120	0.00000	0.0036	0.01950	0.00140	0.00120	0.00099	0.00060	0.00080	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.34380	1.8000	0.00000
471287	488556	138921	"2014-11-01"	0.00000	0.00000	0.06720	0.01467	0.01768	0.09350	0.0002	0.01100	0.00119	0.00280	0.0220	0.00000	0.00120	0.00000	0.0033	0.04550	0.00140	0.00120	0.00117	0.00060	0.00080	0.0000	0.00000	0.00130	0.00165	0.0000	0.00550	0.00055	0.00000	0.00000	0.15480	0.5810	0.00000
471276	488556	138921	"2014-11-01"	0.00000	0.00000	0.07360	0.01296	0.02873	0.09680	0.0002	0.01210	0.00140	0.00420	0.0460	0.00000	0.00120	0.00000	0.0029	0.04290	0.00140	0.00120	0.00234	0.00060	0.00080	0.0000	0.00000	0.00130	0.00120	0.0000	0.00550	0.00055	0.00000	0.00000	0.16020	0.5680	0.00000
471309	541753	98860	"2014-11-01"	0.00000	0.00000	0.34000	0.00873	0.01027	0.04180	0.0002	0.00440	0.00133	0.00280	0.0120	0.00000	0.00120	0.00000	0.0029	0.02600	0.00140	0.00120	0.00081	0.00060	0.00080	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.18450	0.6580	0.00000
471307	541753	98860	"2014-11-01"	0.00000	0.00000	0.34160	0.01053	0.01703	0.04400	0.0002	0.00550	0.00147	0.00280	0.0110	0.00000	0.00120	0.00000	0.0024	0.02340	0.00140	0.00120	0.00108	0.00060	0.00080	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.16560	0.6640	0.00000
464417	535557	128839	"2014-11-01"	0.00000	0.00000	0.09520	0.00675	0.00676	0.02640	0.0004	0.00660	0.00168	0.00280	0.0110	0.00000	0.00120	0.00000	0.0036	0.01950	0.00140	0.00120	0.00099	0.00060	0.00080	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.34380	1.8000	0.00000
471304	541753	98860	"2014-11-01"	0.00000	0.00000	0.34000	0.01071	0.01742	0.04840	0.0002	0.00550	0.00147	0.00280	0.0110	0.00000	0.00120	0.00000	0.0031	0.02470	0.00140	0.00120	0.00135	0.00060	0.00080	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.17190	0.6560	0.00000
464411	541753	98860	"2014-11-01"	0.00000	0.00000	0.34000	0.01071	0.01742	0.04840	0.0002	0.00550	0.00147	0.00280	0.0110	0.00000	0.00120	0.00000	0.0031	0.02470	0.00140	0.00120	0.00135	0.00060	0.00080	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.17190	0.6560	0.00000
471311	541753	98860	"2014-11-02"	0.00000	0.00000	0.33840	0.00747	0.01040	0.04510	0.0002	0.00550	0.00203	0.00420	0.0140	0.00000	0.00120	0.00000	0.0025	0.02990	0.00140	0.00120	0.00108	0.00060	0.00080	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.18540	0.6770	0.00000
464435	550289	369844	"2014-11-02"	0.00000	0.00000	0.66160	0.00738	0.00728	0.30910	0.0002	0.00550	0.00154	0.00280	0.0130	0.00000	0.00120	0.00000	0.0029	0.02860	0.00140	0.00120	0.00063	0.00060	0.02960	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.23130	0.8620	0.00000
464434	550289	369844	"2014-11-02"	0.00000	0.00000	0.66160	0.00666	0.01001	0.31020	0.0002	0.00550	0.00147	0.00280	0.0130	0.00000	0.00120	0.00000	0.0031	0.02860	0.00140	0.00120	0.00063	0.00060	0.02880	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.23130	0.8630	0.00000
464433	550289	369844	"2014-11-02"	0.00000	0.00000	0.66080	0.00513	0.01677	0.31130	0.0002	0.00660	0.00140	0.00420	0.0140	0.00000	0.00120	0.00000	0.0036	0.02990	0.00140	0.00120	0.00081	0.00060	0.02800	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.23040	0.8660	0.00000
471344	550289	369844	"2014-11-02"	0.00000	0.00000	0.66160	0.00738	0.00728	0.30910	0.0002	0.00550	0.00154	0.00280	0.0130	0.00000	0.00120	0.00000	0.0029	0.02860	0.00140	0.00120	0.00063	0.00060	0.02960	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.23130	0.8620	0.00000
471341	550289	369844	"2014-11-02"	0.00000	0.00000	0.66080	0.00513	0.01677	0.31130	0.0002	0.00660	0.00140	0.00420	0.0140	0.00000	0.00120	0.00000	0.0036	0.02990	0.00140	0.00120	0.00081	0.00060	0.02800	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.23040	0.8660	0.00000
471333	488557	89154	"2014-11-02"	0.00000	0.00000	0.09120	0.01107	0.02561	0.07040	0.0002	0.01210	0.00112	0.00280	0.0110	0.00000	0.00120	0.00000	0.0048	0.06370	0.00140	0.00120	0.00045	0.00060	0.00080	0.0000	0.00000	0.00130	0.00135	0.0000	0.00550	0.00055	0.00000	0.00000	0.16290	0.6900	0.00000
471331	488557	89154	"2014-11-02"	0.00000	0.00000	0.08960	0.01170	0.01287	0.09900	0.0003	0.01100	0.00210	0.00420	0.0430	0.00000	0.00120	0.00000	0.0031	0.04940	0.00140	0.00120	0.00162	0.00060	0.00080	0.0000	0.00000	0.00130	0.00105	0.0000	0.00550	0.00055	0.00000	0.00000	0.16830	0.6880	0.00000
471329	488557	89154	"2014-11-02"	0.00000	0.00000	0.08880	0.01260	0.01950	0.08470	0.0002	0.00880	0.00350	0.00420	0.0450	0.00000	0.00120	0.00000	0.0027	0.04160	0.00140	0.00120	0.00198	0.00060	0.00080	0.0000	0.00000	0.00130	0.00135	0.0000	0.00550	0.00055	0.00000	0.00000	0.16740	0.6470	0.00000
471328	488557	89154	"2014-11-02"	0.00000	0.00000	0.08960	0.01476	0.01443	0.10450	0.0002	0.02420	0.00196	0.00420	0.0350	0.00000	0.00120	0.00000	0.0041	0.05980	0.00140	0.00120	0.00135	0.00060	0.00080	0.0000	0.00000	0.00130	0.00180	0.0000	0.00550	0.00055	0.00000	0.00000	0.18000	0.6630	0.00000
464445	488557	89154	"2014-11-03"	0.00000	0.00000	0.09280	0.00945	0.01144	0.10010	0.0002	0.00990	0.00154	0.00420	0.0300	0.00000	0.00120	0.00000	0.0032	0.04030	0.00140	0.00120	0.00117	0.00060	0.00160	0.0000	0.00000	0.00130	0.00150	0.0000	0.00550	0.00055	0.00000	0.00000	0.14310	0.6500	0.00000
464448	488557	89154	"2014-11-03"	0.00000	0.00000	0.08880	0.01278	0.01508	0.10670	0.0002	0.01430	0.00161	0.00560	0.0370	0.00000	0.00120	0.00000	0.0029	0.05590	0.00140	0.00120	0.00153	0.00060	0.00160	0.0000	0.00000	0.00130	0.00120	0.0000	0.00550	0.00055	0.00000	0.00000	0.15570	0.6920	0.00000
464456	550264	473150	"2014-11-03"	0.00000	0.00000	0.66000	0.00819	0.01105	0.05060	0.0002	0.00660	0.00175	0.00420	0.0140	0.00000	0.00120	0.00000	0.0030	0.03120	0.00140	0.00120	0.00126	0.00060	0.04320	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.17010	0.8170	0.00000
464457	550264	473150	"2014-11-03"	0.00000	0.00000	0.66000	0.00819	0.01105	0.05060	0.0002	0.00660	0.00175	0.00420	0.0140	0.00000	0.00120	0.00000	0.0030	0.03120	0.00140	0.00120	0.00126	0.00060	0.04320	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.17010	0.8170	0.00000
467296	488557	89154	"2014-11-03"	0.00000	0.00000	0.08960	0.01521	0.01430	0.15400	0.0002	0.02530	0.00133	0.00280	0.0220	0.00000	0.00120	0.00000	0.0031	0.06890	0.00140	0.00120	0.00090	0.00060	0.00080	0.0000	0.00000	0.00130	0.00195	0.0000	0.00550	0.00055	0.00000	0.00000	0.15840	0.6900	0.00000
464447	488557	89154	"2014-11-03"	0.00000	0.00000	0.08880	0.01458	0.01547	0.10560	0.0003	0.01540	0.00196	0.00700	0.0610	0.00000	0.00120	0.00000	0.0044	0.06500	0.00140	0.00120	0.00243	0.00060	0.00080	0.0000	0.00000	0.00130	0.00090	0.0000	0.00550	0.00055	0.00000	0.00000	0.17280	0.7570	0.00000
464446	488557	89154	"2014-11-03"	0.00000	0.00000	0.09040	0.01296	0.01417	0.10450	0.0002	0.01430	0.00182	0.00560	0.0520	0.00000	0.00120	0.00000	0.0040	0.05720	0.00140	0.00120	0.00198	0.00060	0.00080	0.0000	0.00000	0.00130	0.00105	0.0000	0.00550	0.00055	0.00000	0.00000	0.16380	0.7250	0.00000
464441	550285	101981	"2014-11-03"	0.00000	0.00000	0.65760	0.00675	0.00858	0.31900	0.0002	0.00880	0.00140	0.00560	0.0340	0.00000	0.00120	0.00000	0.0037	0.04550	0.00140	0.00120	0.00180	0.00060	0.04400	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.19440	0.8270	0.00000
464436	550285	101981	"2014-11-03"	0.00000	0.00000	0.65520	0.00666	0.00754	0.30800	0.0002	0.00440	0.00091	0.00280	0.0100	0.00000	0.00120	0.00000	0.0032	0.02730	0.00140	0.00120	0.00054	0.00060	0.03760	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.19620	0.8240	0.00000
471347	550285	101981	"2014-11-03"	0.00000	0.00000	0.65280	0.00639	0.00767	0.30690	0.0002	0.00440	0.00070	0.00280	0.0090	0.00000	0.00120	0.00000	0.0034	0.02600	0.00140	0.00120	0.00054	0.00060	0.04080	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.18090	0.8070	0.00000
471350	550285	101981	"2014-11-03"	0.00000	0.00000	0.64640	0.00657	0.00767	0.30470	0.0002	0.01760	0.00098	0.00420	0.0210	0.00000	0.00120	0.00000	0.0032	0.07020	0.00140	0.00120	0.00072	0.00060	0.04320	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.18180	0.8040	0.00000
471353	550285	101981	"2014-11-03"	0.00000	0.00000	0.66240	0.00657	0.00728	0.31350	0.0002	0.00660	0.00133	0.00420	0.0180	0.00000	0.00120	0.00000	0.0033	0.03900	0.00140	0.00120	0.00144	0.00060	0.04160	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.18990	0.8190	0.00000
471356	550285	101981	"2014-11-03"	0.00000	0.00000	0.65760	0.00675	0.00858	0.31900	0.0002	0.00880	0.00140	0.00560	0.0340	0.00000	0.00120	0.00000	0.0037	0.04550	0.00140	0.00120	0.00180	0.00060	0.04400	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.19440	0.8270	0.00000
471359	550285	101981	"2014-11-03"	0.00000	0.00000	0.65600	0.00756	0.00871	0.30360	0.0002	0.01430	0.00168	0.00840	0.0560	0.00000	0.00120	0.00000	0.0033	0.05980	0.00140	0.00120	0.00234	0.00060	0.04320	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.17460	0.7980	0.00000
471362	488557	89154	"2014-11-03"	0.00000	0.00000	0.09280	0.00945	0.01144	0.10010	0.0002	0.00990	0.00154	0.00420	0.0300	0.00000	0.00120	0.00000	0.0032	0.04030	0.00140	0.00120	0.00117	0.00060	0.00160	0.0000	0.00000	0.00130	0.00150	0.0000	0.00550	0.00055	0.00000	0.00000	0.14310	0.6500	0.00000
471364	488557	89154	"2014-11-03"	0.00000	0.00000	0.08880	0.01458	0.01547	0.10560	0.0003	0.01540	0.00196	0.00700	0.0610	0.00000	0.00120	0.00000	0.0044	0.06500	0.00140	0.00120	0.00243	0.00060	0.00080	0.0000	0.00000	0.00130	0.00090	0.0000	0.00550	0.00055	0.00000	0.00000	0.17280	0.7570	0.00000
471366	488557	89154	"2014-11-03"	0.00000	0.00000	0.08880	0.01206	0.01495	0.10780	0.0002	0.01320	0.00147	0.00420	0.0270	0.00000	0.00120	0.00000	0.0023	0.05200	0.00140	0.00120	0.00126	0.00060	0.00160	0.0000	0.00000	0.00130	0.00150	0.0000	0.00550	0.00055	0.00000	0.00000	0.14850	0.6640	0.00000
471371	488557	89154	"2014-11-03"	0.00000	0.00000	0.08960	0.01521	0.01430	0.15400	0.0002	0.02530	0.00133	0.00280	0.0220	0.00000	0.00120	0.00000	0.0031	0.06890	0.00140	0.00120	0.00090	0.00060	0.00080	0.0000	0.00000	0.00130	0.00195	0.0000	0.00550	0.00055	0.00000	0.00000	0.15840	0.6900	0.00000
471374	488557	89154	"2014-11-03"	0.00000	0.00000	0.08720	0.01125	0.02145	0.07590	0.0002	0.01210	0.00196	0.00420	0.0230	0.00000	0.00120	0.00000	0.0024	0.04290	0.00140	0.00120	0.00117	0.00060	0.00080	0.0000	0.00000	0.00130	0.00135	0.0000	0.00550	0.00055	0.00000	0.00000	0.17550	0.6900	0.00000
471379	550264	473150	"2014-11-03"	0.00000	0.00000	0.66000	0.00819	0.01105	0.05060	0.0002	0.00660	0.00175	0.00420	0.0140	0.00000	0.00120	0.00000	0.0030	0.03120	0.00140	0.00120	0.00126	0.00060	0.04320	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.17010	0.8170	0.00000
471382	550264	473150	"2014-11-03"	0.00000	0.00000	0.66240	0.01053	0.01196	0.06930	0.0002	0.01100	0.00315	0.00560	0.0480	0.00000	0.00120	0.00000	0.0022	0.05070	0.00140	0.00120	0.00288	0.00060	0.04240	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.17820	0.8440	0.00000
471385	550264	473150	"2014-11-03"	0.00000	0.00000	0.64960	0.00765	0.01638	0.06490	0.0002	0.01100	0.00252	0.00560	0.0280	0.00000	0.00120	0.00000	0.0026	0.05980	0.00140	0.00120	0.00189	0.00060	0.04160	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.17820	0.8240	0.00000
467286	518954	141510	"2014-11-04"	0.00000	0.00000	0.05840	0.00675	0.01768	0.06820	0.0002	0.01210	0.00126	0.00560	0.0470	0.00000	0.00120	0.00000	0.0024	0.05850	0.00140	0.00120	0.00162	0.00060	0.00080	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.02700	0.5440	0.00000
467285	518954	141510	"2014-11-04"	0.00000	0.00000	0.05840	0.00765	0.02301	0.05390	0.0002	0.01100	0.00161	0.00420	0.0520	0.00000	0.00120	0.00000	0.0025	0.05070	0.00140	0.00120	0.00144	0.00060	0.00080	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.02970	0.5640	0.00000
471426	488557	89154	"2014-11-04"	0.00000	0.00000	0.08880	0.01359	0.02327	0.08140	0.0002	0.01100	0.00203	0.00420	0.0530	0.00000	0.00120	0.00000	0.0031	0.05850	0.00140	0.00120	0.00189	0.00060	0.00080	0.0000	0.00000	0.00130	0.00135	0.0000	0.00550	0.00055	0.00000	0.00000	0.16560	0.6740	0.00000
471420	488557	89154	"2014-11-04"	0.00000	0.00000	0.09280	0.01773	0.01625	0.07920	0.0002	0.00990	0.00175	0.00420	0.0240	0.00000	0.00120	0.00000	0.0036	0.04160	0.00140	0.00120	0.00126	0.00060	0.00080	0.0000	0.00000	0.00130	0.00165	0.0000	0.00550	0.00055	0.00000	0.00000	0.16470	0.6820	0.00000
471423	488557	89154	"2014-11-04"	0.00000	0.00000	0.09520	0.01287	0.01066	0.07480	0.0002	0.00770	0.00126	0.00280	0.0170	0.00000	0.00120	0.00000	0.0017	0.03640	0.00140	0.00120	0.00108	0.00060	0.00080	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.14940	0.6850	0.00000
471424	488557	89154	"2014-11-04"	0.00000	0.00000	0.08560	0.01161	0.01547	0.07150	0.0002	0.00770	0.00133	0.00280	0.0140	0.00000	0.00120	0.00000	0.0024	0.02990	0.00140	0.00120	0.00081	0.00060	0.00080	0.0000	0.00000	0.00130	0.00165	0.0000	0.00550	0.00055	0.00000	0.00000	0.17100	0.6840	0.00000
471434	518954	141510	"2014-11-04"	0.00000	0.00000	0.05840	0.00765	0.02301	0.05390	0.0002	0.01100	0.00161	0.00420	0.0520	0.00000	0.00120	0.00000	0.0025	0.05070	0.00140	0.00120	0.00144	0.00060	0.00080	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.02970	0.5640	0.00000
471436	518954	141510	"2014-11-04"	0.00000	0.00000	0.05840	0.00648	0.01547	0.07370	0.0002	0.01320	0.00112	0.00560	0.0450	0.00000	0.00120	0.00000	0.0024	0.06110	0.00140	0.00120	0.00171	0.00060	0.00080	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.02520	0.5360	0.00000
471438	518954	141510	"2014-11-04"	0.00000	0.00000	0.06400	0.00612	0.02379	0.07480	0.0002	0.02420	0.00182	0.00420	0.0410	0.00000	0.00120	0.00000	0.0030	0.07540	0.00140	0.00120	0.00153	0.00060	0.00080	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.02700	0.5410	0.00000
471418	488557	89154	"2014-11-04"	0.00000	0.00000	0.08960	0.01530	0.02145	0.09460	0.0002	0.01210	0.00119	0.00280	0.0180	0.00000	0.00120	0.00000	0.0032	0.05850	0.00140	0.00120	0.00081	0.00060	0.00080	0.0000	0.00000	0.00130	0.00195	0.0000	0.00550	0.00055	0.00000	0.00000	0.17370	0.6830	0.00000
471428	488557	89154	"2014-11-04"	0.00000	0.00000	0.08560	0.01287	0.02327	0.08030	0.0002	0.01320	0.00147	0.00420	0.0430	0.00000	0.00120	0.00000	0.0034	0.04940	0.00140	0.00120	0.00153	0.00060	0.00080	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.15750	0.6670	0.00000
471449	488557	89154	"2014-11-05"	0.00000	0.00000	0.08560	0.01629	0.02340	0.11440	0.0002	0.01870	0.00175	0.00560	0.0290	0.00000	0.00120	0.00000	0.0041	0.08970	0.00140	0.00120	0.00135	0.00060	0.00160	0.0000	0.00000	0.00130	0.00135	0.0000	0.00550	0.00055	0.00000	0.00000	0.13770	0.7130	0.00000
471447	488557	89154	"2014-11-05"	0.00000	0.00000	0.08480	0.01134	0.02158	0.04290	0.0002	0.00660	0.00140	0.00280	0.0110	0.00000	0.00120	0.00000	0.0027	0.02210	0.00140	0.00120	0.00045	0.00060	0.00080	0.0000	0.00000	0.00130	0.00135	0.0000	0.00550	0.00055	0.00000	0.00000	0.16290	0.6970	0.00000
471446	488557	89154	"2014-11-05"	0.00000	0.00000	0.08800	0.01656	0.01677	0.12540	0.0002	0.01100	0.00112	0.00560	0.0420	0.00000	0.00120	0.00000	0.0031	0.05200	0.00140	0.00120	0.00189	0.00060	0.00080	0.0000	0.00000	0.00130	0.00165	0.0000	0.00550	0.00055	0.00000	0.00000	0.15210	0.6740	0.00000
467328	548753	98860	"2014-11-05"	0.00000	0.00000	0.48880	0.00738	0.01352	0.06600	0.0002	0.01100	0.00140	0.00420	0.0410	0.00000	0.00120	0.00000	0.0026	0.05070	0.00140	0.00120	0.00135	0.00060	0.00080	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.16830	0.6560	0.00000
467318	548753	211872	"2014-11-05"	0.00000	0.00000	0.49280	0.00819	0.01430	0.07590	0.0002	0.01100	0.00112	0.00420	0.0440	0.00000	0.00120	0.00000	0.0027	0.05460	0.00140	0.00120	0.00171	0.00060	0.00080	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.17280	0.6610	0.00000
467317	548753	211872	"2014-11-05"	0.00000	0.00000	0.49280	0.00819	0.01430	0.07590	0.0002	0.01100	0.00112	0.00420	0.0440	0.00000	0.00120	0.00000	0.0027	0.05460	0.00140	0.00120	0.00171	0.00060	0.00080	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.17280	0.6610	0.00000
471478	548753	98860	"2014-11-05"	0.00000	0.00000	0.48880	0.00657	0.01027	0.06050	0.0002	0.01100	0.00105	0.00420	0.0410	0.00000	0.00120	0.00000	0.0034	0.05720	0.00140	0.00120	0.00198	0.00060	0.00080	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.17370	0.6590	0.00000
471475	548753	98860	"2014-11-05"	0.00000	0.00000	0.48880	0.00738	0.01352	0.06600	0.0002	0.01100	0.00140	0.00420	0.0410	0.00000	0.00120	0.00000	0.0026	0.05070	0.00140	0.00120	0.00135	0.00060	0.00080	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.16830	0.6560	0.00000
471474	548753	134531	"2014-11-05"	0.00000	0.00000	0.49200	0.00702	0.01339	0.07260	0.0002	0.01320	0.00091	0.00420	0.0400	0.00000	0.00120	0.00000	0.0031	0.05850	0.00140	0.00120	0.00162	0.00060	0.00080	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.17010	0.6710	0.00000
471472	548753	211872	"2014-11-05"	0.00000	0.00000	0.49280	0.00819	0.01430	0.07590	0.0002	0.01100	0.00112	0.00420	0.0440	0.00000	0.00120	0.00000	0.0027	0.05460	0.00140	0.00120	0.00171	0.00060	0.00080	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.17280	0.6610	0.00000
471456	488557	89154	"2014-11-05"	0.00000	0.00000	0.08720	0.01197	0.01742	0.12100	0.0002	0.01540	0.00175	0.00420	0.0420	0.00000	0.00120	0.00000	0.0030	0.05850	0.00140	0.00120	0.00162	0.00060	0.00080	0.0000	0.00000	0.00130	0.00165	0.0000	0.00550	0.00055	0.00000	0.00000	0.17910	0.6780	0.00000
471453	488557	89154	"2014-11-05"	0.00000	0.00000	0.08480	0.01107	0.01950	0.05280	0.0003	0.00660	0.00175	0.00420	0.0190	0.00000	0.00120	0.00000	0.0032	0.03250	0.00140	0.00120	0.00108	0.00060	0.00080	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.16380	0.6960	0.00000
471483	548753	211872	"2014-11-06"	0.00000	0.00000	0.48880	0.00567	0.01118	0.04400	0.0002	0.00440	0.00147	0.00280	0.0170	0.00000	0.00120	0.00000	0.0034	0.02730	0.00140	0.00120	0.00081	0.00060	0.00080	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.17730	0.6590	0.00000
471494	488557	89154	"2014-11-06"	0.00000	0.00000	0.08720	0.00990	0.01560	0.05720	0.0002	0.01100	0.00105	0.00280	0.0390	0.00000	0.00120	0.00000	0.0041	0.03380	0.00140	0.00120	0.00099	0.00060	0.00080	0.0000	0.00000	0.00130	0.00120	0.0000	0.00550	0.00055	0.00000	0.00000	0.16110	0.6770	0.00000
471493	488557	89154	"2014-11-06"	0.00000	0.00000	0.08880	0.00918	0.01482	0.06600	0.0002	0.01210	0.00105	0.00280	0.0400	0.00000	0.00120	0.00000	0.0044	0.03640	0.00140	0.00120	0.00045	0.00060	0.00080	0.0000	0.00000	0.00130	0.00090	0.0000	0.00550	0.00055	0.00000	0.00000	0.16020	0.6870	0.00000
471491	488557	89154	"2014-11-06"	0.00000	0.00000	0.09280	0.00684	0.01807	0.06270	0.0002	0.01540	0.00105	0.00280	0.0450	0.00000	0.00120	0.00000	0.0042	0.05590	0.00140	0.00120	0.00063	0.00060	0.00160	0.0000	0.00000	0.00130	0.00105	0.0000	0.00550	0.00055	0.00000	0.00000	0.14850	0.6460	0.00000
471485	548753	211872	"2014-11-06"	0.00000	0.00000	0.48880	0.00459	0.01170	0.03850	0.0002	0.00770	0.00119	0.00280	0.0140	0.00000	0.00120	0.00000	0.0019	0.03380	0.00140	0.00120	0.00045	0.00060	0.00080	0.0000	0.00000	0.00130	0.00075	0.0000	0.00550	0.00055	0.00000	0.00000	0.17910	0.6570	0.00000
471495	488557	89154	"2014-11-06"	0.00000	0.00000	0.08800	0.01521	0.02392	0.07700	0.0002	0.01210	0.00098	0.00280	0.0430	0.00000	0.00120	0.00000	0.0032	0.04030	0.00140	0.00120	0.00072	0.00060	0.00080	0.0000	0.00000	0.00130	0.00105	0.0000	0.00550	0.00055	0.00000	0.00000	0.17010	0.6760	0.00000
