,Weight with Label,Pressure_2_Integral,ActTimPlst[1],Temperature_1_YMax,CycleTime,Pressure_2_YMax,ActVolCsh[1],Pressure_1_TimeatYMin,FlowPipeIn,ActTimXfr[1],ActVolXfr[1],Pressure_2_TimeatYMax,"ActTmpBrlZn[1,2]",Pressure_1_TimeatYMax,Pressure_1_YMax,Temperature_1_Integral,Pressure_1_YMin,TemperatureMaterial,Temperature_1_TimeatYMin,TemperaturePipeIn,ActPrsMachSpecMax[1],Pressure_2_TimeatYMin,Temperature_1_TimeatYMax,Pressure_2_YMin,SetTimInjCool[1],ActVolDcmpPst[1],ActVolPlst[1],trialHasPassedDropTest
677,365.0,1158.76,2.92,119.5,10.739,600.6,20.3,4.806,265.4,0.617,80.4,1.0,259.5,2.687,131.221072,559.1,-1.993818,34.0,1.185,19.3,1320.8,0.317,3.0,-0.6,4.0,575.0,563.1,0
678,365.0,1155.28,2.91,119.8,10.739,600.5,20.5,4.756,265.4,0.617,80.4,1.0,259.5,2.687,129.613766,560.1,-2.016258,34.0,1.085,19.3,1323.0,0.451,2.9,-0.7,4.0,575.0,563.1,0
679,365.0,1160.33,2.91,119.6,10.739,603.7,20.5,4.773,265.4,0.617,80.4,1.0,259.5,2.687,127.388401,559.0,-2.034741,34.0,1.018,19.3,1324.7,0.0,3.1,0.0,4.0,574.8,563.1,0
680,365.1,1154.5,2.92,119.6,10.739,602.0,20.5,4.723,265.4,0.617,80.4,1.0,259.5,2.687,124.523898,559.2,-2.026093,34.0,1.151,19.3,1323.9,0.16699999999999998,3.1,-0.4,4.0,574.8,563.1,0
681,365.1,1156.49,2.91,119.7,10.739,602.9,20.8,4.706,265.4,0.618,80.2,1.0,259.5,2.687,125.732176,559.7,-1.2657479999999999,34.0,1.151,19.3,1326.3,0.41700000000000004,3.1,-0.5,4.0,575.0,563.1,0
682,365.0,1153.85,2.91,119.8,10.739,600.8,20.5,4.723,265.4,0.617,80.4,1.0,260.1,2.687,126.202722,560.1,-2.0643029999999998,34.0,1.185,19.3,1323.8,0.534,3.2,-0.2,4.0,574.8,563.1,0
683,365.0,1154.78,2.93,119.8,10.739,600.9,20.2,4.756,265.4,0.617,80.3,1.0,260.1,2.687,126.709492,559.7,-2.056978,34.0,1.168,19.3,1322.5,0.017,3.1,-0.8,4.0,574.8,563.2,0
684,364.9,1152.24,2.92,119.5,10.739,603.0,20.8,4.706,265.4,0.617,80.4,1.0,260.1,2.687,120.41974099999999,559.0,-2.0588509999999998,34.0,1.218,19.3,1324.0,0.3,3.1,-0.5,4.0,575.0,563.0,0
685,365.1,1152.26,2.92,119.6,10.739,602.8,20.4,4.723,265.4,0.617,80.3,1.0,260.1,2.687,120.439802,559.2,-2.11977,34.0,1.185,19.3,1322.0,0.36700000000000005,3.2,-0.8,4.0,574.9,563.1,0
686,364.9,1152.66,2.92,119.7,10.739,602.3,20.5,4.706,265.4,0.617,80.3,1.0,260.1,2.687,122.454203,559.8,-1.258117,34.0,1.151,19.3,1325.0,0.0,3.0,0.0,4.0,574.9,563.1,0
687,365.0,1155.78,2.9,119.8,10.739,604.5,20.9,4.756,265.4,0.617,80.4,1.0,260.1,2.687,120.83353500000001,560.1,-2.111157,34.0,1.035,19.3,1326.5,0.267,3.1,-0.3,4.0,574.9,563.1,0
688,365.1,1152.38,2.92,120.0,10.739,601.9,20.4,4.706,265.4,0.617,80.2,1.0,260.1,2.687,119.76195700000001,561.0,-2.094247,34.0,1.151,19.3,1325.1,0.501,3.1,-0.7,4.0,574.9,563.2,0
689,365.1,1151.0,2.92,120.2,10.739,603.2,20.7,4.756,265.4,0.617,80.2,1.0,260.1,2.687,123.92712900000001,562.3,-2.09393,34.0,1.035,19.3,1325.8,0.35,3.1,-0.2,4.0,575.0,563.1,0
690,365.2,1153.9,2.93,120.1,10.739,603.3,20.6,4.706,265.4,0.617,80.2,1.0,260.1,2.687,118.629893,561.5,-2.101995,34.0,1.085,19.3,1324.0,0.017,3.0,0.0,4.0,574.9,563.2,0
691,365.1,1153.96,2.92,120.5,10.739,601.4,20.4,4.806,265.4,0.616,80.4,1.0,260.1,2.687,128.76488,564.0,-1.916864,34.0,1.101,19.3,1322.9,0.33399999999999996,3.2,-0.6,4.0,574.9,563.2,0
692,365.1,1150.18,2.91,120.4,10.739,602.8,20.8,4.789,265.4,0.617,80.2,1.0,260.1,2.687,121.617916,563.2,-2.09761,34.0,1.151,19.3,1328.1,0.36700000000000005,3.1,-0.7,4.0,574.9,563.1,0
693,365.6,1151.78,2.91,119.8,10.739,603.6,20.7,4.723,265.4,0.617,80.2,1.0,260.1,2.687,122.305151,561.3,-2.052538,34.0,1.185,19.3,1328.6,0.0,3.0,0.0,4.0,574.9,563.1,0
694,365.0,1152.65,2.91,120.2,10.739,604.7,20.6,4.672,265.4,0.616,80.4,1.0,260.1,2.687,122.745869,562.7,-2.077,34.0,1.051,19.3,1324.1,0.184,3.0,-0.2,4.0,574.9,563.1,0
695,364.9,1151.28,2.92,120.2,10.739,604.0,20.8,4.756,265.4,0.616,80.3,1.0,260.1,2.687,122.032877,562.4,-2.102291,34.0,1.168,19.3,1326.7,0.41700000000000004,3.2,-0.6,4.0,574.9,563.1,0
696,364.7,1153.75,2.91,120.6,10.739,603.6,20.9,4.739,265.4,0.616,80.4,1.0,260.1,2.687,124.440205,564.1,-2.05934,34.0,1.151,19.3,1327.2,0.017,3.1,-0.6,4.0,574.8,563.1,0
697,364.9,1155.96,2.9,120.6,10.739,604.6,20.8,4.789,265.4,0.617,80.2,1.0,260.1,2.687,122.712029,563.9,-2.077382,34.0,0.985,19.3,1328.2,0.0,3.1,0.0,4.0,574.8,563.1,0
698,364.8,1153.41,2.9,120.4,10.739,604.1,21.0,4.672,265.4,0.616,80.4,1.0,260.1,2.687,119.215405,563.3,-2.117979,34.0,1.151,19.3,1327.8,0.41700000000000004,3.0,-0.6,4.0,574.9,563.1,0
699,364.7,1151.45,2.92,120.3,10.759,604.3,21.0,4.706,266.2,0.616,80.4,1.0,260.1,2.687,115.473867,562.9,-2.126287,33.91,1.085,19.8,1327.2,0.501,3.0,-0.7,4.0,574.9,563.1,0
700,365.2,1153.01,2.91,120.4,10.739,603.5,20.9,4.723,265.7,0.617,80.1,1.0,260.1,2.687,119.158399,563.1,-2.098877,33.83,1.168,19.7,1329.0,0.0,3.0,0.0,4.0,574.9,563.1,0
701,364.8,1154.15,2.93,120.8,10.749,603.3,20.4,4.789,266.1,0.616,80.3,1.0,260.1,2.687,119.14691499999999,565.2,-2.067383,33.82,1.018,19.7,1325.2,0.017,3.1,-0.6,4.0,574.9,563.1,0
702,364.9,1150.36,2.91,120.4,10.749,604.9,20.7,4.723,266.0,0.616,80.3,1.0,260.1,2.687,116.09955,564.0,-2.123128,33.87,1.185,19.8,1324.7,0.517,3.1,-0.7,4.0,574.9,563.1,0
703,365.5,1156.2,2.91,120.6,10.749,604.9,20.3,4.773,265.9,0.616,80.3,1.0,260.1,2.687,120.719301,564.7,-2.118746,33.78,1.185,19.8,1320.3,0.0,3.1,0.0,4.0,574.8,563.1,0
704,365.0,1156.88,2.94,120.5,10.759,605.0,20.3,4.739,266.5,0.616,80.2,1.0,260.1,2.687,116.015852,563.6,-2.136741,33.6,1.051,19.8,1323.0,0.0,3.1,0.0,4.0,574.9,563.1,0
705,365.1,1151.26,2.9,120.8,10.759,602.8,19.8,4.706,266.6,0.616,80.1,1.0,260.1,2.687,118.874899,565.2,-2.131508,33.9,1.018,19.9,1318.3,0.467,3.2,-0.6,4.0,574.8,563.1,0
706,365.1,1156.62,2.91,120.4,10.759,605.9,19.9,4.789,266.4,0.615,80.4,1.0,260.1,2.687,120.946203,563.8,-2.074552,33.68,1.018,20.0,1313.8,0.451,3.1,-0.6,4.0,574.9,563.1,0
707,365.1,1156.32,2.92,120.7,10.759,605.3,19.6,4.789,266.7,0.615,80.3,1.0,260.1,2.687,120.925757,564.4,-2.083588,33.8,1.2009999999999998,20.0,1314.5,0.0,3.0,0.0,4.0,574.7,563.0,0
708,365.2,1159.03,2.91,120.6,10.759,606.1,19.9,4.723,266.5,0.615,80.3,1.0,260.1,2.687,121.936733,565.2,-1.296146,33.83,1.051,20.1,1314.6,0.0,3.1,0.0,4.0,574.9,563.1,0
709,365.2,1159.37,2.93,121.2,10.759,602.8,19.5,4.823,266.3,0.615,80.3,1.0,260.1,2.687,131.40561599999998,567.6,-2.036044,33.88,1.185,20.1,1312.2,0.434,3.0,-0.6,4.0,574.9,563.1,0
710,365.2,1159.04,2.91,120.6,10.759,603.5,19.5,4.773,268.7,0.615,80.4,1.0,260.1,2.687,130.364794,565.9,-1.9878779999999998,34.05,1.001,20.1,1310.7,0.0,3.0,0.0,4.0,574.8,563.1,0
711,365.4,1167.58,2.93,120.7,10.759,603.3,19.4,4.856,60.6,0.615,80.2,1.0,260.1,2.687,137.960562,566.5,-1.9320490000000001,33.87,1.035,18.2,1310.1,0.0,3.0,0.0,4.0,574.8,563.1,0
712,365.2,1160.48,2.92,121.0,10.749,599.8,19.5,4.823,60.7,0.615,80.3,1.0,260.1,2.687,137.561811,567.6,-1.94678,34.04,0.985,16.5,1309.7,0.467,3.1,-0.6,4.0,574.8,563.1,0
713,365.3,1162.2,2.92,121.1,10.749,599.1,20.1,4.789,59.8,0.615,80.4,1.0,260.1,2.687,140.513747,567.5,-1.096493,34.03,1.185,16.5,1313.8,0.017,2.9,-0.3,4.0,574.6,563.1,0
714,364.6,1165.48,2.92,120.7,10.749,599.9,20.6,4.888999999999999,63.1,0.616,80.2,1.0,260.1,2.687,140.258381,566.9,-1.9283299999999999,34.04,0.968,16.5,1316.7,0.017,2.9,-0.7,4.0,574.9,563.1,0
719,367.0,1459.99,2.93,125.5,10.749,599.7,17.6,5.34,62.5,0.616,80.2,1.0,260.1,2.553,144.08547,596.7,-1.438585,34.0,0.9540000000000001,16.5,1332.5,0.0,3.2,0.0,4.0,574.9,563.0,0
720,366.9,1464.78,2.95,126.1,10.749,600.8,17.5,5.357,62.5,0.616,80.2,1.0,260.1,2.553,148.495523,599.8,-1.4113959999999999,34.0,0.968,16.5,1330.7,0.484,3.1,-0.6,4.0,574.9,563.1,0
721,366.8,1463.04,2.95,126.1,11.259,601.4,17.8,5.307,62.6,0.616,80.4,1.0,260.1,2.57,142.862033,600.5,-1.494781,34.11,0.968,16.9,1331.7,0.467,2.9,-0.5,4.0,574.9,563.1,0
722,366.4,1455.94,2.94,126.7,11.259,600.0,17.7,5.34,63.6,0.616,80.3,1.0,260.1,2.553,141.456233,602.7,-1.458435,33.95,0.985,16.9,1332.4,0.25,2.9,-1.7,4.0,574.9,563.1,0
723,366.5,1462.47,2.94,126.9,11.259,601.1,17.9,5.357,73.1,0.616,80.3,1.0,260.1,2.57,142.13881999999998,603.3,-1.4544059999999999,34.01,0.96,17.0,1333.0,0.017,3.1,-0.9,4.0,574.8,563.2,0
724,366.5,1461.96,2.92,126.7,11.259,603.4,18.1,5.34,73.6,0.616,80.4,1.0,260.1,2.603,136.98921299999998,602.8,-1.519232,33.88,1.035,17.0,1334.1,0.0,3.0,0.0,4.0,574.9,563.1,0
725,366.4,1462.59,2.94,126.9,11.259,604.6,17.9,5.3229999999999995,73.3,0.616,80.4,1.0,260.1,2.5869999999999997,139.223332,604.2,-1.475693,33.83,0.96,17.0,1333.8,0.467,3.0,-0.5,4.0,574.9,563.1,0
726,366.5,1460.5,2.93,127.3,11.259,603.9,17.9,5.357,71.6,0.616,80.4,1.0,260.1,2.62,137.096645,605.8,-1.473717,33.84,0.985,17.0,1333.3,0.451,3.3,-0.5,4.0,574.9,563.1,0
727,366.6,1456.71,2.94,127.2,11.259,604.1,17.6,5.307,70.2,0.616,80.3,1.0,260.1,2.603,139.974737,605.5,-1.4839799999999999,33.83,0.9179999999999999,17.0,1332.2,0.25,3.2,-1.5,4.0,574.9,563.1,0
728,366.9,1456.48,2.92,127.4,11.269,603.3,18.0,5.34,74.0,0.616,80.4,1.0,260.1,2.62,134.99818100000002,606.4,-1.519614,34.02,0.934,17.0,1333.7,0.033,3.0,-1.2,4.0,574.9,563.1,0
729,366.6,1460.85,2.92,127.3,11.269,605.4,18.2,5.34,74.0,0.617,80.2,1.0,260.1,2.62,136.973765,605.8,-1.5045680000000001,34.02,1.001,17.0,1335.1,0.0,3.0,0.0,4.0,574.9,563.1,0
730,366.7,1460.17,2.93,127.3,11.269,605.3,18.0,5.34,74.0,0.616,80.4,1.0,260.1,2.62,136.956432,606.7,-1.510332,34.02,0.985,17.0,1334.4,0.517,3.1,-0.5,4.0,574.9,563.1,0
731,366.6,1459.13,2.93,127.4,11.269,606.1,18.0,5.357,74.0,0.617,80.1,1.0,260.1,2.62,135.069097,606.1,-1.499652,34.02,0.968,17.0,1334.4,0.41700000000000004,3.0,-0.6,4.0,574.9,563.1,0
732,366.7,1463.62,2.94,127.5,11.269,606.0,17.5,5.357,74.0,0.616,80.2,1.0,260.1,2.603,137.694022,606.6,-1.483188,34.02,0.985,17.0,1330.3,0.017,3.2,-0.5,4.0,574.9,563.2,0
733,366.6,1458.53,2.93,126.9,11.269,604.8,17.8,5.357,74.0,0.617,80.2,1.0,260.1,2.637,135.63781,604.1,-1.509307,34.02,0.982,17.0,1332.4,0.017,3.0,-0.9,4.0,574.9,563.1,0
734,366.8,1459.37,2.94,127.1,11.269,606.6,17.7,5.357,74.0,0.617,80.1,1.0,260.1,2.62,136.89009,605.1,-1.5032299999999998,34.02,0.968,17.0,1331.6,0.0,3.0,0.0,4.0,574.9,563.2,0
735,366.6,1461.71,2.92,126.8,11.269,606.0,17.7,5.307,74.0,0.616,80.3,1.0,260.1,2.603,135.193989,604.0,-1.522697,34.02,0.968,17.0,1330.8,0.484,3.1,-0.6,4.0,574.9,563.1,0
736,366.9,1458.87,2.94,126.9,11.269,606.2,17.6,5.34,72.7,0.617,80.1,1.0,260.1,2.603,135.17674,603.5,-1.54873,34.21,0.968,16.8,1332.6,0.434,3.3,-0.6,4.0,574.9,563.1,0
737,366.9,1458.77,2.92,126.8,11.269,605.5,17.7,5.34,73.0,0.617,80.1,1.0,260.1,2.603,137.37927,603.5,-1.469929,34.31,0.985,16.7,1329.8,0.033,3.1,-1.0,4.0,574.9,563.2,0
738,366.9,1464.2,2.92,127.4,11.269,605.9,17.8,5.34,72.0,0.617,80.3,1.0,260.1,2.62,138.489459,606.1,-1.469309,34.47,1.018,16.7,1333.2,0.017,3.0,0.0,4.0,574.9,563.2,0
739,366.7,1462.42,2.93,127.5,11.269,606.0,18.0,5.34,72.6,0.617,80.3,1.0,260.1,2.5869999999999997,139.894593,606.2,-1.431815,34.42,0.951,16.7,1333.2,0.0,3.1,0.0,4.0,574.9,563.1,0
740,366.6,1464.67,2.94,127.6,11.269,606.2,17.5,5.357,62.6,0.617,80.2,1.0,260.1,2.5869999999999997,140.769242,607.1,-1.460112,34.08,1.018,16.7,1331.4,0.41700000000000004,3.2,-0.6,4.0,574.9,563.1,0
741,366.6,1458.75,2.91,127.1,11.269,605.6,17.8,5.3229999999999995,62.3,0.617,80.3,1.0,260.1,2.62,135.974499,605.0,-1.470806,34.16,1.001,16.7,1331.3,0.083,3.0,-0.5,4.0,574.9,563.2,0
742,366.6,1463.72,2.92,127.4,11.269,605.7,18.1,5.34,60.2,0.617,80.3,1.0,260.1,2.603,139.620569,606.3,-0.6640699999999999,34.21,0.968,16.7,1332.7,0.017,3.2,-0.2,4.0,574.9,563.1,0
743,366.5,1462.89,2.92,127.5,11.269,605.0,18.0,5.34,60.2,0.617,80.3,1.0,260.1,2.5869999999999997,141.4476,606.8,-1.539708,34.21,0.951,16.7,1333.6,0.0,3.2,0.0,4.0,574.9,563.1,0
744,366.3,1458.26,2.92,127.1,11.269,606.2,18.6,5.29,60.2,0.618,80.2,1.0,260.1,2.603,136.065653,605.4,-1.656432,34.21,0.985,16.7,1338.2,0.451,3.2,-0.8,4.0,574.9,563.1,0
745,366.4,1458.49,2.92,127.4,11.269,604.9,18.1,5.307,60.2,0.618,80.2,1.0,260.1,2.603,136.212232,606.1,-1.493733,34.21,0.951,16.7,1333.2,0.517,3.2,-0.6,4.0,574.9,563.2,0
746,366.6,1461.37,2.91,127.4,11.269,606.4,18.1,5.34,60.2,0.618,80.2,1.0,260.1,2.5869999999999997,136.875949,605.7,-1.511028,34.21,0.968,16.7,1333.8,0.0,3.2,0.0,4.0,575.0,563.2,0
747,366.5,1460.14,2.9,127.4,11.269,604.8,18.4,5.357,60.2,0.618,80.2,1.0,260.1,2.5869999999999997,139.187415,605.8,-0.6950689999999999,34.21,1.018,16.7,1334.3,0.017,3.1,-0.8,4.0,575.0,563.1,0
748,366.3,1460.3,2.94,127.1,11.269,605.3,17.9,5.29,60.2,0.618,80.2,1.0,260.1,2.62,134.71586000000002,604.8,-1.510973,34.21,0.951,16.7,1330.6,0.0,3.1,0.0,4.0,574.8,563.1,0
749,366.1,1459.78,2.91,127.7,11.269,605.8,18.4,5.3229999999999995,60.2,0.618,80.3,1.0,260.1,2.62,136.681476,607.7,-1.525227,34.21,1.018,16.7,1331.9,0.484,3.2,-0.6,4.0,575.0,563.1,0
750,366.2,1461.17,2.9,127.8,11.269,606.1,17.6,5.34,60.2,0.618,80.1,1.0,260.1,2.603,134.642027,608.6,-1.465131,34.21,0.968,16.7,1328.3,0.41700000000000004,3.1,-0.6,4.0,575.1,563.1,0
751,366.3,1457.55,2.92,128.1,11.269,603.1,18.1,5.357,62.7,0.618,80.1,1.0,260.1,2.603,138.520894,610.2,-1.4662110000000002,33.8,0.968,16.7,1331.0,0.033,3.2,-1.4,4.0,574.8,563.2,0
752,366.2,1464.7,2.9,128.5,11.279000000000002,606.5,18.2,5.357,62.1,0.618,80.3,1.0,260.1,2.5869999999999997,140.262128,612.1,-1.398284,33.91,0.968,16.7,1328.6,0.0,3.3,0.0,4.0,575.0,563.0,0
753,366.2,1462.36,2.92,128.2,11.269,605.7,18.1,5.357,61.7,0.618,80.3,1.0,260.1,2.62,137.65786200000002,611.0,-1.511161,33.97,1.001,16.8,1324.0,0.517,3.1,-0.8,4.0,574.8,563.1,0
754,366.2,1464.37,2.92,128.6,11.269,605.0,17.6,5.3229999999999995,62.5,0.618,80.2,1.0,260.1,2.603,143.26648799999998,613.2,-1.389845,33.89,0.985,16.8,1320.5,0.467,3.1,-0.4,4.0,574.8,563.1,0
755,366.2,1461.94,2.92,128.2,11.269,605.3,17.8,5.357,62.6,0.618,80.2,1.0,260.1,2.603,138.714089,611.6,-1.511528,33.89,1.001,16.8,1321.3,0.4,2.9,-0.5,4.0,574.8,563.2,0
756,366.1,1459.86,2.91,129.0,11.269,601.8,17.7,5.34,73.9,0.617,80.4,1.0,260.1,2.5869999999999997,145.159618,614.6,-1.403968,34.0,1.018,16.8,1319.4,0.05,3.2,-1.4,4.0,574.8,563.1,0
757,366.3,1468.19,2.94,128.4,11.269,604.8,17.4,5.3229999999999995,73.3,0.618,80.1,1.0,260.1,2.5869999999999997,146.258102,613.4,-1.389039,34.05,0.927,16.8,1315.9,0.0,2.9,0.0,4.0,574.7,563.2,0
758,366.3,1467.11,2.93,128.6,11.269,603.2,17.1,5.357,73.3,0.618,80.2,1.0,260.1,2.603,146.418098,613.3,-1.4333200000000001,34.05,1.051,16.8,1315.8,0.451,3.1,-0.6,4.0,575.1,563.1,0
759,366.3,1471.62,2.91,129.0,11.269,602.3,17.1,5.34,73.3,0.618,80.2,1.0,260.1,2.553,154.437229,616.0,-1.335423,34.05,0.968,16.8,1309.8,0.451,3.0,-0.5,4.0,574.8,563.2,0
760,366.4,1474.69,2.93,128.7,11.269,603.2,17.3,5.357,73.3,0.618,80.3,1.0,260.1,2.536,154.269461,615.1,-1.280317,34.05,0.968,16.8,1312.3,0.284,2.9,0.0,4.0,574.8,563.1,0
761,367.1,1478.33,2.92,129.0,11.269,603.7,17.1,5.357,73.3,0.618,80.2,1.0,260.1,2.57,155.271995,615.7,-1.3360290000000001,34.05,0.951,16.8,1313.1,0.0,3.0,0.0,4.0,574.7,563.1,0
762,366.6,1469.38,2.91,129.1,11.269,599.2,17.2,5.357,73.3,0.618,80.2,1.0,260.1,2.553,154.473576,616.1,-1.289915,34.05,0.968,16.8,1316.3,0.267,3.1,-0.1,4.0,574.9,563.2,0
763,366.6,1478.06,2.92,129.3,11.269,599.2,17.3,5.357,73.3,0.618,80.3,1.0,260.1,2.52,159.89303999999998,618.1,-1.266972,34.05,0.987,16.8,1316.0,0.0,3.2,0.0,4.0,574.9,563.1,0
764,366.6,1475.4,2.91,128.7,11.269,599.2,17.2,5.357,73.3,0.618,80.4,1.0,260.1,2.52,161.629098,615.4,-1.199093,34.05,1.001,16.8,1315.4,0.15,3.0,-0.6,4.0,574.8,563.2,0
765,366.8,1483.59,2.91,129.2,11.269,598.6,17.5,5.357,72.9,0.619,80.1,1.0,260.1,2.4859999999999998,167.37498300000001,617.5,-1.136671,34.21,0.987,17.2,1320.8,0.0,3.0,0.0,4.0,574.8,563.1,0
766,366.8,1473.45,2.92,128.2,11.269,598.7,17.5,5.357,69.5,0.619,80.2,1.0,260.1,2.503,161.844663,613.3,-1.24994,34.2,0.985,17.1,1322.2,0.434,3.0,-0.1,4.0,574.9,563.1,0
771,363.5,1219.26,2.91,132.5,10.739,611.9,21.4,5.357,62.3,0.34600000000000003,80.4,0.8,260.1,1.786,238.903262,644.8,-0.16680899999999999,34.53,0.7509999999999999,16.8,1471.1,0.0,2.5,0.0,4.0,574.9,563.1,0
772,363.5,1200.55,2.91,133.7,10.739,601.4,21.6,5.357,62.5,0.34600000000000003,80.4,0.8,260.1,1.786,232.698654,651.3,-1.205357,34.54,0.701,16.8,1470.5,0.0,2.6,0.0,4.0,574.8,563.1,0
773,363.4,1193.97,2.91,134.5,10.739,604.0,21.5,5.34,62.4,0.34600000000000003,80.3,0.8,260.1,1.8359999999999999,228.203667,655.1,-1.3110680000000001,34.43,0.701,16.8,1469.0,0.4,2.4,-1.1,4.0,574.8,563.1,0
774,363.8,1199.11,2.9,134.9,10.739,603.6,21.8,5.357,62.3,0.34600000000000003,80.4,0.8,260.1,1.819,228.52362000000002,657.3,-1.295776,34.62,0.634,16.7,1469.1,0.0,2.4,0.0,4.0,574.8,563.2,0
775,363.9,1199.04,2.91,135.2,10.739,604.6,21.7,5.34,62.9,0.34700000000000003,80.1,0.8,260.1,1.819,226.731842,658.5,-1.3405719999999999,34.49,0.7340000000000001,16.7,1471.4,0.451,2.5,-0.2,4.0,574.8,563.1,0
776,363.1,1192.41,2.91,135.4,10.739,603.2,21.9,5.307,62.1,0.34700000000000003,80.3,0.8,260.1,1.8359999999999999,225.612635,659.8,-0.534741,34.36,0.667,16.7,1471.2,0.033,2.3,-1.2,4.0,574.9,563.1,0
777,363.2,1198.02,2.89,135.4,10.739,605.2,22.0,5.3229999999999995,63.0,0.34700000000000003,80.2,0.8,260.1,1.8359999999999999,225.09634100000002,660.1,-1.385127,34.55,0.6509999999999999,16.7,1470.4,0.317,2.5,-0.5,4.0,574.8,563.1,0
778,363.2,1199.33,2.9,135.6,10.739,603.8,21.9,5.357,62.3,0.34600000000000003,80.3,0.8,260.1,1.8359999999999999,224.843809,661.2,-1.338358,34.61,0.701,16.7,1471.8,0.0,2.2,0.0,4.0,575.0,563.1,0
779,363.2,1197.51,2.9,136.1,10.739,604.1,22.2,5.34,63.0,0.34700000000000003,80.2,0.8,260.1,1.8519999999999999,224.850346,664.1,-1.339901,34.68,0.7340000000000001,16.7,1470.5,0.434,2.3,-0.3,4.0,574.8,563.1,0
780,363.1,1201.63,2.91,136.6,10.739,604.8,21.5,5.3229999999999995,61.1,0.34600000000000003,80.4,0.8,260.1,1.819,225.611331,665.9,-1.328597,34.63,0.718,16.7,1469.5,0.0,2.4,0.0,4.0,574.9,563.1,0
781,363.1,1197.62,2.9,136.6,10.739,602.6,22.0,5.34,59.5,0.34700000000000003,80.2,0.8,260.1,1.7519999999999998,224.719754,666.3,-1.3027030000000002,34.53,0.684,16.8,1470.9,0.017,2.6,-0.5,4.0,574.9,563.2,0
782,362.9,1196.86,2.9,136.6,10.739,603.4,22.2,5.34,59.5,0.348,80.1,0.8,260.1,1.8359999999999999,225.004131,667.2,-1.1662219999999999,34.61,0.684,16.8,1469.9,0.317,2.6,-0.6,4.0,574.9,563.1,0
783,363.0,1201.18,2.9,137.0,10.739,604.6,22.3,5.357,59.1,0.34700000000000003,80.3,0.8,260.1,1.7519999999999998,225.538953,668.9,-1.197743,34.61,0.6509999999999999,16.9,1472.5,0.0,2.5,0.0,4.0,574.9,563.1,0
784,363.0,1198.75,2.91,137.2,10.739,605.0,22.0,5.29,59.9,0.34700000000000003,80.3,0.8,260.1,1.819,227.549354,669.6,-1.3184280000000002,34.65,0.684,17.0,1470.8,0.2,2.2,-0.8,4.0,574.9,563.2,0
785,362.8,1196.52,2.9,137.1,10.739,602.5,22.4,5.357,61.6,0.34700000000000003,80.3,0.8,260.1,1.819,226.59886200000003,669.7,-1.248615,34.66,0.718,17.0,1470.9,0.05,2.4,-1.1,4.0,574.8,563.1,0
786,362.8,1195.98,2.9,137.1,10.739,603.1,22.3,5.34,61.4,0.34700000000000003,80.3,0.8,260.1,1.8359999999999999,226.66317999999998,670.1,-1.214967,34.61,0.718,17.0,1470.9,0.41700000000000004,2.4,-0.7,4.0,574.8,563.0,0
787,362.9,1193.94,2.9,137.3,10.499,603.6,22.4,5.357,62.1,0.34700000000000003,80.4,0.8,260.1,1.7519999999999998,225.17291400000002,671.8,-1.202423,34.6,0.701,17.1,1471.0,0.15,2.4,-1.2,4.0,574.8,563.1,0
788,362.9,1198.06,2.9,137.4,10.499,603.3,22.1,5.357,73.0,0.34700000000000003,80.2,0.8,260.1,1.786,223.54576699999998,671.2,-1.2643870000000001,34.49,0.7340000000000001,17.2,1472.0,0.384,2.4,-0.9,4.0,574.8,563.1,0
789,362.7,1200.42,2.89,137.4,10.509,605.3,22.5,5.357,72.8,0.34700000000000003,80.4,0.8,260.1,1.8359999999999999,226.373683,671.4,-1.267534,34.64,0.701,17.2,1470.4,0.16699999999999998,2.3,-0.5,4.0,574.9,563.2,0
790,362.9,1198.23,2.9,137.2,10.509,603.7,22.1,5.357,73.3,0.34700000000000003,80.4,0.8,260.1,1.8519999999999999,225.21595499999998,670.7,-1.188451,34.59,0.667,17.2,1469.9,0.0,2.5,0.0,4.0,574.9,563.2,0
791,363.0,1197.77,2.92,137.6,10.509,604.5,21.9,5.357,72.6,0.34700000000000003,80.3,0.8,260.1,1.819,225.686884,672.6,-1.260046,34.61,0.701,17.2,1470.1,0.317,2.4,-0.6,4.0,574.8,563.1,0
792,362.7,1198.54,2.9,137.3,10.499,604.2,22.2,5.357,72.8,0.34700000000000003,80.3,0.8,260.1,1.8019999999999998,225.37984500000002,672.5,-1.07682,34.59,0.718,17.2,1471.7,0.0,2.6,0.0,4.0,574.8,563.1,0
793,363.7,1196.49,2.91,137.6,10.499,604.5,22.2,5.357,72.4,0.34700000000000003,80.2,0.8,260.1,1.8359999999999999,225.202371,672.8,-1.197098,34.5,0.7340000000000001,17.2,1471.0,0.4,2.2,-0.5,4.0,574.8,563.2,0
794,363.4,1198.95,2.88,137.9,10.509,604.5,21.9,5.357,72.8,0.34700000000000003,80.3,0.8,260.1,1.786,226.941547,674.6,-1.096116,34.5,0.7340000000000001,17.2,1470.2,0.0,2.5,0.0,4.0,574.8,563.2,0
795,363.3,1196.48,2.89,137.8,10.499,604.5,22.1,5.34,72.4,0.34700000000000003,80.4,0.8,260.1,1.8359999999999999,226.04306699999998,674.0,-1.160824,34.6,0.7340000000000001,17.3,1471.9,0.41700000000000004,2.6,-0.7,4.0,574.9,563.2,0
